data,mandante,visitante,hora,mercado,odd_entrada,valor_aposta,responsabilidade,entrada,saida,odd_saida_75min,resultado,percentual_resultado
2026-03-22,Aston Villa,West Ham,11:15:00,Lay 0x1,16.5,10.0,155.0,Pre-Live,75min,2.0,-72.5,-725.0
