data,mandante,visitante,hora,mercado,odd_entrada,valor_aposta,responsabilidade,entrada,saida,odd_saida_75min,resultado,percentual_resultado
2026-03-29,Athletico-PR,Botafogo RJ,19:30:00,Lay 0x1,14.5,10.0,135.0,Pre-Live,,,,
