ID_Evento;Date;Time;League;Home;Away;Odd_Under05_HT_Back;Odd_Under05_HT_Lay;Odd_Over05_HT_Back;Odd_Over05_HT_Lay;Odd_Under15_HT_Back;Odd_Under15_HT_Lay;Odd_Over15_HT_Back;Odd_Over15_HT_Lay;Odd_Under25_HT_Back;Odd_Under25_HT_Lay;Odd_Over25_HT_Back;Odd_Over25_HT_Lay;Odd_H_Back;Odd_H_Lay;Odd_A_Back;Odd_A_Lay;Odd_D_Back;Odd_D_Lay;Odd_1X_Back;Odd_1X_Lay;Odd_X2_Back;Odd_X2_Lay;Odd_12_Back;Odd_12_Lay;Odd_Under05_FT_Back;Odd_Under05_FT_Lay;Odd_Over05_FT_Back;Odd_Over05_FT_Lay;Odd_Under15_FT_Back;Odd_Under15_FT_Lay;Odd_Over15_FT_Back;Odd_Over15_FT_Lay;Odd_Under25_FT_Back;Odd_Under25_FT_Lay;Odd_Over25_FT_Back;Odd_Over25_FT_Lay;Odd_Under35_FT_Back;Odd_Under35_FT_Lay;Odd_Over35_FT_Back;Odd_Over35_FT_Lay;Odd_Under45_FT_Back;Odd_Under45_FT_Lay;Odd_Over45_FT_Back;Odd_Over45_FT_Lay;Odd_BTTS_Yes_Back;Odd_BTTS_Yes_Lay;Odd_BTTS_No_Back;Odd_BTTS_No_Lay;Odd_CS_0x0_Back;Odd_CS_0x0_Lay;Odd_CS_0x1_Back;Odd_CS_0x1_Lay;Odd_CS_0x2_Back;Odd_CS_0x2_Lay;Odd_CS_0x3_Back;Odd_CS_0x3_Lay;Odd_CS_1x0_Back;Odd_CS_1x0_Lay;Odd_CS_1x1_Back;Odd_CS_1x1_Lay;Odd_CS_1x2_Back;Odd_CS_1x2_Lay;Odd_CS_1x3_Back;Odd_CS_1x3_Lay;Odd_CS_2x0_Back;Odd_CS_2x0_Lay;Odd_CS_2x1_Back;Odd_CS_2x1_Lay;Odd_CS_2x2_Back;Odd_CS_2x2_Lay;Odd_CS_2x3_Back;Odd_CS_2x3_Lay;Odd_CS_3x0_Back;Odd_CS_3x0_Lay;Odd_CS_3x1_Back;Odd_CS_3x1_Lay;Odd_CS_3x2_Back;Odd_CS_3x2_Lay;Odd_CS_3x3_Back;Odd_CS_3x3_Lay;Odd_CS_Goleada_H_Back;Odd_CS_Goleada_H_Lay;Odd_CS_Goleada_A_Back;Odd_CS_Goleada_A_Lay;Odd_CS_Goleada_D_Back;Odd_CS_Goleada_D_Lay
35404188;2026-04-13;15:45:00;ITALY 1;Fiorentina;Lazio;2.9;3.0;1.5;1.53;1.38;1.42;3.4;3.65;1.08;1.11;10.5;12.5;2.44;2.48;3.55;3.65;3.2;3.25;1.38;1.4;1.68;1.7;1.44;1.46;9.8;11.0;1.1;1.12;3.3;3.4;1.42;1.44;1.76;1.78;2.28;2.3;1.28;1.3;4.3;4.5;1.1;1.11;10.0;11.0;1.91;1.97;2.04;2.1;10.0;10.5;11.0;11.5;17.0;19.0;30.0;32.0;8.4;9.0;13.5;15.0;13.5;14.5;26.0;29.0;6.6;7.0;10.5;11.5;20.0;23.0;42.0;48.0;40.0;120.0;50.0;60.0;40.0;46.0;55.0;65.0;23.0;25.0;44.0;50.0;100.0;1000.0
35373589;2026-04-13;16:00:00;ENGLAND 1;Man Utd;Leeds;3.6;3.85;1.35;1.38;1.56;1.61;2.66;2.78;1.15;1.17;7.0;7.6;1.62;1.63;6.2;6.4;4.5;4.6;1.19;1.2;2.6;2.62;1.28;1.29;17.5;20.0;1.05;1.06;4.7;4.9;1.26;1.27;2.22;2.28;1.78;1.81;1.48;1.5;3.0;3.1;1.19;1.21;5.9;6.4;1.82;1.88;2.14;2.22;18.0;19.5;20.0;23.0;19.0;20.0;14.5;15.5;9.0;9.4;9.4;10.0;21.0;23.0;14.5;15.5;9.2;9.6;9.2;9.4;42.0;48.0;26.0;28.0;85.0;95.0;65.0;75.0;65.0;75.0;130.0;170.0;8.0;8.4;70.0;85.0;60.0;1000.0
35404073;2026-04-13;16:00:00;SPAIN 1;Levante;Getafe;2.48;2.58;1.63;1.68;1.29;1.31;4.2;4.4;1.06;1.08;14.0;17.0;2.78;2.84;3.1;3.2;3.05;3.15;1.45;1.48;1.54;1.57;1.46;1.49;7.4;8.2;1.14;1.16;2.6;2.64;1.61;1.63;1.52;1.54;2.86;2.9;1.17;1.2;6.2;6.6;1.06;1.07;15.5;17.5;2.24;2.3;1.77;1.81;7.4;7.8;8.0;8.6;22.0;25.0;42.0;48.0;7.4;7.8;14.5;16.0;13.5;15.0;38.0;44.0;6.6;6.8;12.5;14.0;16.5;18.0;34.0;75.0;48.0;210.0;36.0;80.0;44.0;50.0;50.0;60.0;44.0;55.0;55.0;65.0;60.0;1000.0
35460665;2026-04-13;16:15:00;PORTUGAL 1;Tondela;Gil Vicente;2.7;3.35;1.42;1.59;1.35;1.4;3.5;3.85;1.08;1.1;9.2;13.5;4.3;4.7;2.02;2.12;3.25;3.45;1.89;1.99;1.27;1.3;1.4;1.45;8.6;11.0;1.1;1.12;2.92;3.15;1.46;1.5;1.65;1.73;2.36;2.54;1.25;1.28;4.5;5.2;1.08;1.1;11.0;13.5;2.06;2.18;1.85;1.95;9.2;10.5;6.6;8.4;19.0;23.0;7.2;130.0;11.0;15.0;6.2;32.0;9.8;12.5;7.0;75.0;6.8;7.6;16.0;22.0;10.0;12.0;7.0;100.0;7.4;190.0;42.0;50.0;6.0;32.0;6.0;32.0;7.2;120.0;16.0;23.0;7.6;1000.0
