ID_Evento;Date;Time;League;Home;Away;Odd_Under05_HT_Back;Odd_Under05_HT_Lay;Odd_Over05_HT_Back;Odd_Over05_HT_Lay;Odd_Under15_HT_Back;Odd_Under15_HT_Lay;Odd_Over15_HT_Back;Odd_Over15_HT_Lay;Odd_Under25_HT_Back;Odd_Under25_HT_Lay;Odd_Over25_HT_Back;Odd_Over25_HT_Lay;Odd_H_Back;Odd_H_Lay;Odd_A_Back;Odd_A_Lay;Odd_D_Back;Odd_D_Lay;Odd_1X_Back;Odd_1X_Lay;Odd_X2_Back;Odd_X2_Lay;Odd_12_Back;Odd_12_Lay;Odd_Under05_FT_Back;Odd_Under05_FT_Lay;Odd_Over05_FT_Back;Odd_Over05_FT_Lay;Odd_Under15_FT_Back;Odd_Under15_FT_Lay;Odd_Over15_FT_Back;Odd_Over15_FT_Lay;Odd_Under25_FT_Back;Odd_Under25_FT_Lay;Odd_Over25_FT_Back;Odd_Over25_FT_Lay;Odd_Under35_FT_Back;Odd_Under35_FT_Lay;Odd_Over35_FT_Back;Odd_Over35_FT_Lay;Odd_Under45_FT_Back;Odd_Under45_FT_Lay;Odd_Over45_FT_Back;Odd_Over45_FT_Lay;Odd_BTTS_Yes_Back;Odd_BTTS_Yes_Lay;Odd_BTTS_No_Back;Odd_BTTS_No_Lay;Odd_CS_0x0_Back;Odd_CS_0x0_Lay;Odd_CS_0x1_Back;Odd_CS_0x1_Lay;Odd_CS_0x2_Back;Odd_CS_0x2_Lay;Odd_CS_0x3_Back;Odd_CS_0x3_Lay;Odd_CS_1x0_Back;Odd_CS_1x0_Lay;Odd_CS_1x1_Back;Odd_CS_1x1_Lay;Odd_CS_1x2_Back;Odd_CS_1x2_Lay;Odd_CS_1x3_Back;Odd_CS_1x3_Lay;Odd_CS_2x0_Back;Odd_CS_2x0_Lay;Odd_CS_2x1_Back;Odd_CS_2x1_Lay;Odd_CS_2x2_Back;Odd_CS_2x2_Lay;Odd_CS_2x3_Back;Odd_CS_2x3_Lay;Odd_CS_3x0_Back;Odd_CS_3x0_Lay;Odd_CS_3x1_Back;Odd_CS_3x1_Lay;Odd_CS_3x2_Back;Odd_CS_3x2_Lay;Odd_CS_3x3_Back;Odd_CS_3x3_Lay;Odd_CS_Goleada_H_Back;Odd_CS_Goleada_H_Lay;Odd_CS_Goleada_A_Back;Odd_CS_Goleada_A_Lay;Odd_CS_Goleada_D_Back;Odd_CS_Goleada_D_Lay
35376512;2026-04-05;09:00:00;SPAIN 1;Getafe;Athletic Bilbao;2.34;2.36;1.74;1.75;1.25;1.27;4.8;4.9;1.05;1.06;17.5;19.0;3.2;3.25;2.82;2.84;2.94;2.96;1.54;1.55;1.44;1.45;1.51;1.52;6.8;7.0;1.17;1.18;2.4;2.44;1.7;1.72;1.43;1.45;3.2;3.3;1.15;1.16;7.4;7.8;1.05;1.06;19.5;24.0;2.4;2.46;1.68;1.72;6.8;7.2;7.0;7.4;26.0;28.0;55.0;65.0;7.6;8.0;17.5;18.5;13.5;14.0;50.0;60.0;6.4;6.6;15.0;15.5;14.5;15.5;85.0;95.0;160.0;1000.0;75.0;90.0;44.0;48.0;46.0;48.0;80.0;90.0;60.0;65.0;100.0;1000.0
35377006;2026-04-05;10:00:00;FRANCE 1;Angers;Lyon;3.25;3.35;1.42;1.44;1.48;1.5;3.0;3.05;1.12;1.14;8.4;9.0;5.6;5.7;1.72;1.73;4.1;4.2;2.38;2.42;1.2;1.22;1.31;1.33;14.0;15.5;1.07;1.08;4.1;4.2;1.31;1.33;2.04;2.08;1.93;1.95;1.4;1.42;3.4;3.5;1.15;1.17;7.2;7.6;1.92;1.98;2.02;2.1;14.5;15.5;8.2;8.6;19.5;21.0;42.0;150.0;18.0;19.0;40.0;44.0;9.6;10.0;70.0;75.0;8.6;8.8;20.0;21.0;9.4;9.6;65.0;75.0;100.0;120.0;34.0;36.0;16.5;17.5;15.0;16.5;75.0;95.0;9.6;10.0;36.0;1000.0
35379211;2026-04-05;10:00:00;ITALY 1;US Cremonese;Bologna;3.05;3.15;1.46;1.49;1.44;1.45;3.2;3.3;1.1;1.12;9.6;10.5;3.7;3.75;2.26;2.28;3.45;3.5;1.78;1.8;1.36;1.38;1.4;1.41;12.0;13.0;1.08;1.09;3.7;3.8;1.35;1.37;1.9;1.92;2.08;2.12;1.35;1.36;3.85;3.9;1.12;1.14;8.4;8.8;1.84;1.9;2.12;2.2;12.0;13.0;9.0;9.4;17.0;17.5;60.0;70.0;12.5;13.0;23.0;25.0;10.5;11.0;40.0;44.0;7.0;7.4;14.0;15.0;12.5;13.5;48.0;55.0;90.0;100.0;38.0;40.0;22.0;24.0;27.0;28.0;42.0;50.0;17.0;19.0;150.0;1000.0
35377081;2026-04-05;10:30:00;GERMANY 1;Union Berlin;St Pauli;2.6;2.7;1.59;1.62;1.32;1.35;3.9;4.1;1.07;1.09;13.0;14.5;2.22;2.26;3.95;4.1;3.3;3.35;1.32;1.34;1.79;1.82;1.42;1.44;8.6;9.2;1.12;1.13;2.82;2.86;1.54;1.55;1.62;1.63;2.58;2.62;1.22;1.23;5.3;5.6;1.07;1.09;13.0;14.5;2.16;2.22;1.82;1.86;8.8;9.2;10.0;11.0;22.0;23.0;27.0;32.0;6.8;7.2;11.0;12.5;15.5;16.5;27.0;29.0;7.0;7.4;10.5;11.5;24.0;26.0;50.0;55.0;90.0;170.0;75.0;85.0;55.0;65.0;80.0;90.0;24.0;27.0;75.0;85.0;160.0;1000.0
35376974;2026-04-05;11:15:00;SPAIN 1;Valencia;Celta Vigo;2.9;3.0;1.5;1.53;1.39;1.41;3.4;3.55;1.09;1.11;10.5;11.5;2.48;2.5;3.35;3.4;3.35;3.4;1.42;1.43;1.67;1.68;1.42;1.43;10.5;11.5;1.09;1.11;3.3;3.4;1.41;1.43;1.78;1.8;2.26;2.28;1.28;1.3;4.3;4.5;1.1;1.12;9.8;10.5;1.93;1.94;2.06;2.08;10.0;11.0;10.0;11.0;17.5;19.0;30.0;34.0;8.6;9.0;13.5;14.5;13.0;14.0;26.0;29.0;7.0;7.2;10.5;11.5;19.5;21.0;40.0;46.0;85.0;120.0;50.0;60.0;38.0;42.0;55.0;60.0;24.0;26.0;42.0;46.0;42.0;1000.0
35376579;2026-04-05;12:15:00;FRANCE 1;Le Havre;Auxerre;2.74;2.86;1.54;1.57;1.36;1.38;3.65;3.8;1.08;1.1;11.5;12.5;2.54;2.58;3.35;3.4;3.2;3.25;1.41;1.43;1.63;1.65;1.44;1.46;9.2;9.8;1.11;1.13;3.1;3.15;1.47;1.48;1.69;1.73;2.38;2.44;1.25;1.27;4.8;5.0;1.08;1.1;11.5;12.5;2.0;2.04;1.96;2.0;9.6;9.8;9.8;10.5;18.0;20.0;32.0;38.0;8.2;8.6;13.5;15.0;13.0;14.5;29.0;32.0;6.8;7.0;11.0;12.0;19.5;21.0;46.0;55.0;75.0;200.0;55.0;65.0;40.0;46.0;55.0;60.0;28.0;32.0;48.0;55.0;140.0;1000.0
35377027;2026-04-05;12:15:00;FRANCE 1;Metz;Nantes;2.98;3.1;1.48;1.51;1.42;1.45;3.25;3.4;1.1;1.12;9.8;11.0;3.05;3.15;2.58;2.62;3.4;3.45;1.61;1.64;1.46;1.49;1.4;1.42;11.5;12.5;1.08;1.1;3.45;3.55;1.39;1.41;1.84;1.86;2.16;2.18;1.31;1.33;4.0;4.3;1.11;1.13;9.2;9.8;1.87;1.91;2.1;2.16;11.0;12.0;9.2;9.8;16.5;18.0;44.0;50.0;10.5;11.5;18.5;19.5;10.5;11.5;34.0;38.0;7.0;7.4;12.5;13.0;15.0;16.0;46.0;50.0;60.0;110.0;40.0;44.0;26.0;29.0;34.0;38.0;32.0;38.0;24.0;28.0;100.0;1000.0
35376576;2026-04-05;12:15:00;FRANCE 1;Lorient;Paris FC;3.05;3.15;1.48;1.49;1.41;1.45;3.25;3.45;1.1;1.12;9.6;11.0;2.5;2.52;3.25;3.3;3.35;3.4;1.43;1.45;1.65;1.67;1.41;1.43;11.0;12.5;1.08;1.1;3.5;3.6;1.39;1.4;1.84;1.86;2.16;2.18;1.31;1.33;4.0;4.3;1.11;1.13;9.2;9.8;1.87;1.93;2.08;2.16;11.0;12.0;11.0;12.0;16.0;18.5;30.0;34.0;9.2;9.6;14.0;15.0;13.0;14.0;25.0;28.0;7.0;7.4;10.5;11.5;19.5;22.0;38.0;44.0;75.0;110.0;46.0;55.0;36.0;40.0;50.0;60.0;21.0;24.0;38.0;40.0;60.0;1000.0
35377076;2026-04-05;12:30:00;GERMANY 1;Eintracht Frankfurt;FC Koln;3.6;3.75;1.36;1.39;1.56;1.6;2.66;2.78;1.15;1.17;7.0;7.6;2.02;2.06;4.0;4.1;3.8;3.9;1.32;1.34;1.94;1.99;1.34;1.36;17.0;18.5;1.05;1.07;4.8;5.0;1.25;1.27;2.24;2.28;1.78;1.8;1.5;1.52;2.92;3.0;1.2;1.21;5.8;6.0;1.68;1.71;2.42;2.48;17.5;18.5;16.0;17.5;14.5;16.0;22.0;24.0;10.5;11.5;13.0;14.0;15.0;16.0;18.0;19.0;8.0;8.4;10.0;10.5;27.0;30.0;28.0;30.0;60.0;70.0;40.0;44.0;36.0;42.0;60.0;75.0;10.5;11.5;30.0;36.0;70.0;960.0
35379216;2026-04-05;13:00:00;ITALY 1;Pisa;Torino;2.74;2.84;1.54;1.58;1.36;1.38;3.65;3.75;1.08;1.1;12.0;13.0;3.4;3.45;2.54;2.56;3.1;3.2;1.64;1.65;1.4;1.42;1.45;1.47;9.2;9.8;1.11;1.12;3.1;3.2;1.46;1.47;1.69;1.71;2.4;2.44;1.25;1.27;4.7;4.9;1.08;1.1;11.5;12.5;1.99;2.04;1.97;2.02;9.4;9.8;8.2;8.6;18.0;19.5;55.0;65.0;10.0;11.0;20.0;22.0;11.5;12.0;42.0;46.0;6.4;6.8;13.5;14.0;13.5;15.5;55.0;65.0;120.0;140.0;48.0;55.0;30.0;32.0;34.0;38.0;50.0;60.0;28.0;32.0;140.0;1000.0
