ID_Evento;Date;Time;League;Home;Away;Odd_Under05_HT_Back;Odd_Under05_HT_Lay;Odd_Over05_HT_Back;Odd_Over05_HT_Lay;Odd_Under15_HT_Back;Odd_Under15_HT_Lay;Odd_Over15_HT_Back;Odd_Over15_HT_Lay;Odd_Under25_HT_Back;Odd_Under25_HT_Lay;Odd_Over25_HT_Back;Odd_Over25_HT_Lay;Odd_H_Back;Odd_H_Lay;Odd_A_Back;Odd_A_Lay;Odd_D_Back;Odd_D_Lay;Odd_1X_Back;Odd_1X_Lay;Odd_X2_Back;Odd_X2_Lay;Odd_12_Back;Odd_12_Lay;Odd_Under05_FT_Back;Odd_Under05_FT_Lay;Odd_Over05_FT_Back;Odd_Over05_FT_Lay;Odd_Under15_FT_Back;Odd_Under15_FT_Lay;Odd_Over15_FT_Back;Odd_Over15_FT_Lay;Odd_Under25_FT_Back;Odd_Under25_FT_Lay;Odd_Over25_FT_Back;Odd_Over25_FT_Lay;Odd_Under35_FT_Back;Odd_Under35_FT_Lay;Odd_Over35_FT_Back;Odd_Over35_FT_Lay;Odd_Under45_FT_Back;Odd_Under45_FT_Lay;Odd_Over45_FT_Back;Odd_Over45_FT_Lay;Odd_BTTS_Yes_Back;Odd_BTTS_Yes_Lay;Odd_BTTS_No_Back;Odd_BTTS_No_Lay;Odd_CS_0x0_Back;Odd_CS_0x0_Lay;Odd_CS_0x1_Back;Odd_CS_0x1_Lay;Odd_CS_0x2_Back;Odd_CS_0x2_Lay;Odd_CS_0x3_Back;Odd_CS_0x3_Lay;Odd_CS_1x0_Back;Odd_CS_1x0_Lay;Odd_CS_1x1_Back;Odd_CS_1x1_Lay;Odd_CS_1x2_Back;Odd_CS_1x2_Lay;Odd_CS_1x3_Back;Odd_CS_1x3_Lay;Odd_CS_2x0_Back;Odd_CS_2x0_Lay;Odd_CS_2x1_Back;Odd_CS_2x1_Lay;Odd_CS_2x2_Back;Odd_CS_2x2_Lay;Odd_CS_2x3_Back;Odd_CS_2x3_Lay;Odd_CS_3x0_Back;Odd_CS_3x0_Lay;Odd_CS_3x1_Back;Odd_CS_3x1_Lay;Odd_CS_3x2_Back;Odd_CS_3x2_Lay;Odd_CS_3x3_Back;Odd_CS_3x3_Lay;Odd_CS_Goleada_H_Back;Odd_CS_Goleada_H_Lay;Odd_CS_Goleada_A_Back;Odd_CS_Goleada_A_Lay;Odd_CS_Goleada_D_Back;Odd_CS_Goleada_D_Lay
35512729;2026-05-01;15:45:00;ITALY 1;Pisa;Lecce;2.52;2.62;1.62;1.66;1.3;1.33;4.1;4.3;1.06;1.08;14.0;16.5;3.7;3.75;2.38;2.4;3.15;3.25;1.71;1.73;1.36;1.38;1.45;1.47;8.2;8.6;1.13;1.14;2.7;2.72;1.58;1.59;1.56;1.57;2.74;2.78;1.19;1.21;5.9;6.2;1.06;1.08;15.0;16.5;2.2;2.28;1.78;1.82;8.2;8.6;6.8;7.0;22.0;24.0;70.0;80.0;9.4;9.8;22.0;23.0;11.0;12.0;55.0;65.0;6.8;7.0;15.0;16.0;12.0;12.5;75.0;90.0;70.0;190.0;55.0;65.0;30.0;34.0;30.0;34.0;75.0;85.0;32.0;38.0;70.0;900.0
35507351;2026-05-01;16:00:00;ENGLAND 1;Leeds;Burnley;3.7;3.95;1.34;1.37;1.59;1.63;2.58;2.7;1.15;1.18;6.6;7.4;1.41;1.42;9.4;9.8;5.3;5.4;1.11;1.12;3.35;3.45;1.22;1.24;18.0;20.0;1.05;1.06;5.0;5.3;1.23;1.25;2.34;2.4;1.72;1.75;1.52;1.55;2.8;2.9;1.2;1.23;5.4;5.8;2.04;2.1;1.91;1.96;18.5;20.0;27.0;32.0;25.0;26.0;10.5;11.5;9.0;9.4;7.8;8.2;30.0;34.0;13.5;14.5;10.5;11.0;10.0;11.0;70.0;85.0;34.0;38.0;110.0;150.0;100.0;120.0;120.0;140.0;75.0;340.0;5.4;5.7;130.0;160.0;160.0;1000.0
35530387;2026-05-01;16:00:00;SPAIN 1;Girona;Mallorca;3.35;3.55;1.39;1.42;1.5;1.54;2.86;3.0;1.13;1.15;7.8;8.6;2.1;2.12;3.95;4.0;3.6;3.65;1.33;1.34;1.89;1.91;1.37;1.39;14.0;15.5;1.06;1.08;4.2;4.4;1.29;1.32;2.06;2.08;1.92;1.95;1.41;1.42;3.3;3.45;1.16;1.17;6.8;7.4;1.74;1.8;2.26;2.36;14.5;15.5;14.5;15.5;15.0;16.5;23.0;25.0;9.6;10.0;12.5;13.5;15.0;16.0;19.5;21.0;7.6;8.0;9.8;10.5;26.0;29.0;32.0;34.0;65.0;85.0;48.0;55.0;40.0;46.0;65.0;75.0;13.5;14.5;42.0;48.0;90.0;1000.0
